run_id,created_at,product_name,product_type,prompt,style,backend_used,duration,product_visibility,text_readability,motion_smoothness,style_match,premium_look,overall_quality,average_score,output_file,plan_json_path,notes,status,error_message
20260606_164034,2026-06-06 16:51:39,Luna Eau de Parfum,perfume,"A luxury perfume with a clear glass bottle, soft golden fragrance, elegant gold cap, and premium minimal label. Luna Eau de Parfum gives a refined, feminine, graceful, and high-end fragrance impression, perfect for a clean luxury perfume advertisement",luxury,template,12,5.0,5.0,4.0,3.0,4.0,5.0,4.33,output\final_video_20260606_164034.mp4,output\plan_20260606_164034.json,This is the best ad i have ever seen in my entire life,success,
